Id,Спальни,Ванные комнаты,Этажи,Площадь дома,Площадь земли,Площадь подвалов,Площадь домов соседей,Площадь земли соседей,Вид,Состояние,Качество,Год постройки,Год ремонта,Дата продажи,Цена продажи
18242,2,1.0,1.0,66,446,0,137,446,0.0,2.0,fair,1950.0,0,01.2015,594.0
2762,3,1.75,1.0,190,557,85,142,557,0.0,5.0,fair,1958.0,0,06.2014,687.0
4819,3,1.5,1.0,115,718,42,105,718,0.0,3.0,fair,1941.0,0,08.2014,464.0
11245,3,1.75,1.0,158,700,0,157,700,0.0,3.0,fair,1987.0,0,06.2014,315.0
10695,3,2.5,2.0,199,3732,0,221,3732,,,,1990.0,0,10.2014,675.0
1790,4,2.25,2.0,194,831,0,176,831,,,,1975.0,0,03.2015,345.0
4833,3,1.0,1.5,149,465,46,128,465,0.0,3.0,fair,1947.0,0,07.2014,681.0
13112,3,1.75,1.5,95,652,0,95,652,0.0,4.0,fair,1953.0,0,06.2014,446.0
17148,3,2.25,1.0,182,716,44,147,716,0.0,4.0,fair,1984.0,0,01.2015,253.0
879,3,1.0,1.0,107,753,0,104,753,0.0,3.0,fair,1932.0,0,05.2014,229.0
8436,2,1.0,1.0,94,669,0,176,669,0.0,3.0,fair,1975.0,0,06.2014,353.0
228,3,1.0,1.0,133,1416,42,182,1416,0.0,4.0,fair,1961.0,0,01.2015,291.0
1608,3,2.0,1.5,196,641,83,125,641,0.0,5.0,fair,1955.0,0,08.2014,353.0
8361,3,2.5,2.0,200,482,0,200,482,0.0,3.0,fair,1995.0,0,07.2014,727.0
7405,4,2.5,2.0,267,619,0,257,619,0.0,3.0,fair,2004.0,0,03.2015,698.0
5649,4,2.0,1.0,167,276,74,157,276,0.0,4.0,fair,1923.0,0,06.2014,514.0
16595,3,2.5,2.0,192,571,0,192,571,0.0,3.0,fair,2003.0,0,10.2014,359.0
10233,3,2.5,1.0,180,1003,56,193,1003,,,,1979.0,0,10.2014,535.0
2789,4,1.0,1.0,184,652,67,146,652,0.0,3.0,fair,1973.0,0,12.2014,649.0
20810,4,2.5,2.0,201,578,0,201,578,0.0,3.0,fair,2010.0,0,05.2014,474.0
13332,3,1.75,1.5,172,266,59,154,266,0.0,5.0,fair,1931.0,0,07.2014,840.0
4595,3,1.75,1.0,117,604,0,139,604,0.0,4.0,fair,1966.0,0,05.2014,483.0
9003,3,1.75,2.0,155,502,0,195,502,0.0,5.0,fair,1912.0,0,06.2014,1220.0
11803,3,2.0,1.0,131,1114,0,250,1114,0.0,4.0,fair,1965.0,0,04.2015,631.0
1095,3,2.5,2.0,145,370,0,149,370,0.0,3.0,fair,2002.0,0,01.2015,538.0
779,5,4.25,1.5,452,878,164,293,878,1.0,5.0,fair,1905.0,0,06.2014,2787.0
11366,4,2.75,2.0,196,635,0,195,635,0.0,4.0,fair,1991.0,0,07.2014,402.0
13174,4,2.5,2.0,190,352,0,190,352,0.0,3.0,fair,2001.0,0,01.2015,669.0
21330,4,3.5,3.0,264,431,0,161,431,0.0,3.0,fair,2008.0,0,06.2014,848.0
21087,2,2.25,2.0,99,268,0,138,268,0.0,3.0,fair,2013.0,0,03.2015,277.0
13029,4,2.5,2.0,278,496,0,278,496,,,,2004.0,0,11.2014,798.0
19513,3,1.75,1.5,172,557,19,143,557,0.0,3.0,fair,1913.0,1999,08.2014,1014.0
17100,2,1.0,1.0,81,372,0,157,372,2.0,3.0,fair,1950.0,0,10.2014,538.0
8935,3,1.75,1.0,107,597,52,107,597,0.0,3.0,fair,1927.0,0,01.2015,353.0
10664,3,1.75,1.0,190,1458,0,212,1458,0.0,4.0,fair,1959.0,0,08.2014,560.0
7949,1,1.0,1.0,89,245,19,151,245,0.0,3.0,fair,1908.0,0,06.2014,411.0
20175,4,2.5,2.0,254,420,0,203,420,0.0,3.0,fair,2009.0,0,04.2015,545.0
3544,4,1.0,1.0,126,1038,0,124,1038,0.0,3.0,fair,1961.0,0,02.2015,244.0
3754,5,2.0,1.5,365,943,80,204,943,0.0,4.0,fair,1968.0,0,08.2014,729.0
3632,3,1.0,1.0,98,511,11,131,511,0.0,3.0,fair,1920.0,0,08.2014,538.0
7735,2,1.0,1.0,107,853,0,129,853,0.0,3.0,fair,1946.0,0,10.2014,402.0
12983,3,2.5,2.0,286,684,0,266,684,0.0,3.0,fair,2006.0,0,10.2014,607.0
20283,4,2.5,2.0,225,463,0,225,463,0.0,3.0,fair,,0,02.2015,470.0
3821,5,3.75,2.0,392,858,74,314,858,2.0,5.0,good,1991.0,0,09.2014,1951.0
14382,4,2.75,1.0,201,465,68,164,465,0.0,3.0,fair,1987.0,0,07.2014,681.0
12962,3,2.25,2.0,125,88,28,125,88,0.0,3.0,fair,2007.0,0,08.2014,481.0
1467,3,1.0,1.0,98,697,0,128,697,0.0,3.0,fair,1900.0,0,06.2014,545.0
5608,4,3.25,1.0,404,10475,200,203,10475,0.0,3.0,fair,2006.0,0,07.2014,1053.0
13039,4,1.75,1.0,226,509,93,190,509,0.0,3.0,fair,1953.0,0,08.2014,498.0
1051,4,3.25,2.0,321,604,93,163,604,0.0,3.0,fair,1994.0,0,10.2014,1053.0
6601,3,1.75,1.0,119,996,0,134,996,,,,1969.0,0,05.2014,359.0
7082,6,3.0,1.0,242,869,117,194,869,0.0,4.0,fair,1963.0,0,11.2014,743.0
14061,3,1.75,1.0,133,451,46,133,451,0.0,3.0,fair,1978.0,0,08.2014,351.0
9014,4,2.5,2.0,277,816,0,277,816,0.0,3.0,fair,,0,09.2014,473.0
19282,3,1.75,1.0,186,702,65,177,702,0.0,4.0,fair,1968.0,0,06.2014,365.0
15430,4,3.75,2.0,324,523,82,180,523,0.0,3.0,fair,2014.0,0,11.2014,1624.0
19647,5,4.0,2.0,388,672,0,332,672,0.0,3.0,fair,2014.0,0,10.2014,1289.0
16902,5,2.5,1.0,193,775,58,171,775,0.0,4.0,fair,1975.0,0,08.2014,588.0
6582,3,1.75,1.0,142,790,35,150,790,0.0,4.0,fair,1983.0,0,01.2015,664.0
8308,4,2.5,2.0,201,748,0,231,748,0.0,3.0,fair,1988.0,0,02.2015,392.0
8883,3,1.75,1.0,180,836,60,177,836,0.0,3.0,fair,1965.0,0,04.2015,355.0
14239,3,2.5,1.0,172,1654,59,210,1654,0.0,4.0,fair,1982.0,0,08.2014,463.0
13702,2,2.0,1.0,124,707,0,155,707,0.0,3.0,fair,1992.0,0,08.2014,284.0
6160,3,1.75,1.0,204,715,89,164,715,0.0,3.0,fair,1975.0,0,05.2015,268.0
1547,3,2.75,1.0,143,628,31,143,628,0.0,5.0,fair,1980.0,0,05.2014,623.0
5930,4,2.5,2.0,204,717,0,229,717,0.0,3.0,fair,2000.0,0,04.2015,402.0
21109,2,2.25,2.0,115,65,8,115,65,0.0,3.0,fair,2009.0,0,10.2014,390.0
5901,4,3.25,2.0,332,1339,0,381,1339,2.0,3.0,fair,2006.0,0,10.2014,1167.0
3502,2,1.0,1.0,79,304,0,136,304,,,,1910.0,0,10.2014,481.0
6693,3,2.75,1.0,242,1195,116,210,1195,0.0,3.0,fair,1965.0,0,09.2014,532.0
4589,5,2.5,2.0,266,372,65,124,372,0.0,4.0,fair,1910.0,0,09.2014,1486.0
6090,4,2.5,2.0,399,16297,0,313,16297,0.0,3.0,fair,2004.0,0,06.2014,981.0
6621,3,2.5,2.0,192,797,0,227,797,0.0,3.0,fair,1994.0,0,05.2015,582.0
4834,4,1.0,1.5,125,836,0,180,836,,,,1964.0,0,07.2014,532.0
20094,4,2.5,2.0,283,743,0,177,743,0.0,3.0,fair,2007.0,0,07.2014,916.0
8374,2,1.5,2.0,127,113,27,145,113,0.0,3.0,fair,2008.0,0,06.2014,552.0
6133,3,2.5,1.0,240,758,46,154,758,0.0,3.0,fair,1956.0,1997,07.2014,866.0
15492,3,2.5,2.0,264,637,0,264,637,0.0,3.0,fair,,0,03.2015,930.0
4010,4,2.0,1.0,171,503,85,167,503,0.0,4.0,fair,1942.0,0,07.2014,791.0
6934,3,1.0,1.0,113,6614,0,182,6614,0.0,3.0,fair,1952.0,0,03.2015,276.0
21420,3,2.5,2.0,162,418,0,181,418,0.0,3.0,fair,2012.0,0,03.2015,371.0
7862,3,1.0,1.0,116,848,0,134,848,0.0,3.0,fair,1969.0,0,05.2014,408.0
15701,3,2.5,2.0,238,4051,0,279,4051,0.0,3.0,fair,,0,08.2014,766.0
1423,4,2.5,1.0,375,895,188,294,895,3.0,4.0,fair,1951.0,0,08.2014,1734.0
14787,3,2.0,1.0,106,1037,0,160,1037,0.0,4.0,fair,1998.0,0,09.2014,309.0
20344,5,3.5,2.0,299,743,30,195,743,0.0,3.0,fair,2008.0,0,08.2014,1492.0
1895,4,2.75,1.0,188,255,94,171,255,0.0,3.0,fair,1917.0,2014,05.2014,742.0
13221,4,3.0,2.5,252,20234,0,252,20234,0.0,3.0,fair,2006.0,0,09.2014,706.0
2256,4,2.0,1.0,174,813,0,164,813,2.0,3.0,fair,,0,11.2014,303.0
4801,3,2.0,1.0,131,751,0,164,751,0.0,3.0,fair,1987.0,0,11.2014,507.0
9196,5,1.75,1.0,200,666,64,159,666,0.0,4.0,fair,1970.0,0,06.2014,346.0
4532,4,3.0,1.0,219,581,84,232,581,2.0,3.0,fair,1960.0,0,06.2014,517.0
5610,3,1.0,1.0,88,743,0,211,743,0.0,3.0,fair,1968.0,0,07.2014,415.0
13378,4,2.75,1.5,262,465,60,162,465,0.0,3.0,fair,1927.0,0,01.2015,1003.0
19146,3,1.0,1.0,137,780,0,137,780,0.0,4.0,fair,1953.0,0,08.2014,436.0
1187,2,2.0,1.0,272,1306,116,208,1306,2.0,4.0,fair,1980.0,0,07.2014,675.0
9793,3,2.5,2.0,209,384,0,222,384,0.0,3.0,fair,2004.0,0,08.2014,836.0
16529,4,2.5,1.0,258,592,111,202,592,0.0,3.0,fair,1978.0,0,05.2014,625.0
7863,3,2.5,1.0,192,4613,49,243,4613,0.0,4.0,fair,1980.0,0,07.2014,809.0
8641,5,4.0,2.0,269,908,88,126,908,0.0,4.0,fair,1937.0,0,07.2014,386.0
12262,3,1.75,1.0,124,955,0,274,955,0.0,4.0,fair,1961.0,0,08.2014,408.0
21307,2,2.25,2.0,115,67,8,117,67,0.0,3.0,fair,2008.0,0,02.2015,410.0
17655,3,2.5,2.0,243,831,0,265,831,0.0,3.0,fair,1992.0,0,05.2014,924.0
1470,3,1.75,1.0,98,543,0,113,543,0.0,3.0,fair,1980.0,0,05.2014,322.0
17692,4,2.5,2.0,284,465,0,267,465,,,,2006.0,0,12.2014,879.0
18609,4,2.5,2.0,238,520,0,260,520,0.0,3.0,fair,2001.0,0,06.2014,743.0
391,3,2.75,2.0,184,291,0,181,291,,,,1979.0,0,09.2014,607.0
10133,3,2.25,1.0,180,604,46,175,604,0.0,3.0,fair,1979.0,0,02.2015,271.0
12447,4,1.0,2.0,142,453,0,137,453,0.0,3.0,fair,1977.0,0,10.2014,203.0
17165,3,2.5,2.0,253,801,0,181,801,0.0,3.0,fair,2002.0,0,12.2014,520.0
21208,4,3.5,2.0,406,1009,0,331,1009,0.0,3.0,good,2008.0,0,07.2014,1269.0
16431,3,3.0,2.0,321,1505,0,291,1505,0.0,3.0,fair,1983.0,0,06.2014,852.0
12694,4,1.75,1.0,217,669,70,183,669,0.0,3.0,fair,1960.0,0,08.2014,359.0
8085,4,2.5,2.0,185,247,0,185,247,,,,2012.0,0,03.2015,665.0
9685,5,3.0,2.0,360,783,0,243,783,,,,2004.0,0,09.2014,532.0
5319,3,2.0,2.0,145,379,0,177,379,0.0,3.0,fair,1923.0,1982,05.2014,557.0
4763,3,1.0,1.0,98,918,0,164,918,0.0,3.0,fair,,0,05.2014,384.0
18300,5,1.75,1.0,178,604,61,183,604,0.0,3.0,fair,1951.0,0,11.2014,885.0
7035,5,5.5,1.0,655,3980,254,471,3980,2.0,4.0,good,1978.0,0,07.2014,4708.0
19169,5,2.0,1.0,169,470,85,110,470,0.0,4.0,fair,1970.0,0,03.2015,486.0
11960,3,2.75,1.0,186,595,69,198,595,,,,1964.0,0,02.2015,354.0
16846,3,1.0,1.0,121,942,0,117,942,0.0,3.0,fair,1962.0,2007,03.2015,322.0
19840,4,2.5,2.0,194,483,0,194,483,0.0,3.0,fair,2007.0,0,07.2014,371.0
11334,3,2.0,1.0,180,418,79,158,418,3.0,3.0,fair,1926.0,0,11.2014,867.0
16400,4,2.5,1.0,305,1540,101,146,1540,0.0,3.0,fair,1972.0,0,10.2014,874.0
10493,2,1.0,1.0,116,546,33,141,546,0.0,3.0,fair,1948.0,0,03.2015,526.0
14216,5,2.25,1.0,181,746,74,165,746,2.0,3.0,fair,1960.0,0,09.2014,650.0
9394,3,2.5,2.0,191,903,0,115,903,0.0,3.0,fair,1924.0,2006,08.2014,1040.0
13245,4,2.0,2.0,152,465,0,115,465,0.0,3.0,fair,1907.0,1983,05.2014,609.0
20186,4,2.75,1.0,219,1403,0,134,1403,0.0,3.0,fair,2014.0,0,08.2014,662.0
539,4,2.5,2.0,183,474,0,207,474,0.0,3.0,fair,1999.0,0,03.2015,429.0
11917,4,3.25,2.0,237,1071,0,220,1071,0.0,3.0,fair,1990.0,0,02.2015,503.0
10201,2,1.75,1.0,127,418,0,127,418,0.0,4.0,fair,1975.0,0,05.2015,342.0
17705,3,2.25,2.0,182,942,0,193,942,0.0,3.0,fair,1984.0,0,04.2015,749.0
9235,3,2.0,1.0,98,1700,0,157,1700,0.0,4.0,fair,1953.0,0,05.2015,309.0
16274,2,2.5,2.0,154,210,0,162,210,,,,1981.0,0,09.2014,198.0
15415,3,2.25,1.0,255,576,105,239,576,4.0,5.0,fair,1959.0,0,11.2014,2044.0
20424,3,2.5,2.0,226,545,0,221,545,0.0,3.0,fair,2009.0,0,01.2015,584.0
16348,3,3.25,2.0,371,790,104,338,790,2.0,3.0,fair,1922.0,1999,09.2014,1858.0
16369,2,1.0,1.0,97,297,0,176,297,0.0,3.0,fair,1926.0,0,11.2014,718.0
4680,4,1.75,1.0,220,780,102,220,780,0.0,5.0,fair,1949.0,0,04.2015,1400.0
2680,2,0.75,1.0,134,344,22,134,344,0.0,3.0,fair,,0,06.2014,696.0
6544,3,2.5,1.0,201,697,68,145,697,1.0,3.0,fair,1979.0,0,08.2014,659.0
14784,3,2.25,2.0,146,289,0,156,289,0.0,3.0,fair,2002.0,0,03.2015,339.0
5683,3,2.0,1.0,112,922,0,157,922,0.0,4.0,fair,1954.0,2015,03.2015,415.0
18162,4,2.5,2.0,228,645,0,307,645,0.0,3.0,fair,2006.0,0,04.2015,421.0
39,4,2.5,2.0,243,702,0,243,702,,,,1996.0,0,06.2014,749.0
14815,3,2.5,2.0,246,1045,0,204,1045,0.0,3.0,fair,2005.0,0,09.2014,817.0
18691,4,2.0,1.0,148,845,51,155,845,0.0,3.0,fair,1967.0,2014,09.2014,408.0
11453,5,1.75,1.0,170,742,72,131,742,0.0,4.0,fair,1962.0,0,07.2014,438.0
7885,3,2.0,2.0,160,390,0,160,390,0.0,3.0,fair,1908.0,1992,11.2014,884.0
19802,4,2.75,2.0,246,624,0,255,624,0.0,3.0,fair,2014.0,0,11.2014,675.0
19436,3,1.75,1.0,195,639,74,206,639,0.0,3.0,fair,1943.0,0,07.2014,718.0
14460,4,2.5,2.0,195,364,0,195,364,,,,2009.0,0,05.2014,428.0
1435,4,1.75,2.0,185,1756,11,159,1756,0.0,4.0,fair,1929.0,0,11.2014,359.0
17793,3,1.0,1.0,147,1292,0,198,1292,0.0,4.0,fair,1955.0,0,10.2014,525.0
15541,4,3.0,1.0,151,708,48,151,708,0.0,5.0,fair,1990.0,0,06.2014,597.0
664,3,1.0,1.0,120,1136,0,129,1136,0.0,3.0,fair,1976.0,0,11.2014,400.0
21036,4,2.5,2.0,229,737,0,172,737,0.0,3.0,fair,2005.0,0,03.2015,904.0
6357,4,2.5,1.0,170,682,27,185,682,0.0,4.0,fair,1973.0,0,06.2014,612.0
17750,4,3.0,2.0,279,957,0,234,957,0.0,3.0,fair,2003.0,0,08.2014,494.0
15718,3,1.0,1.0,108,818,0,163,818,0.0,4.0,fair,1959.0,0,12.2014,594.0
11346,3,1.75,1.0,117,642,0,168,642,0.0,3.0,fair,1994.0,0,05.2014,303.0
11651,2,2.5,2.0,127,319,0,127,319,0.0,3.0,fair,1987.0,0,10.2014,235.0
12363,3,2.75,2.0,169,4914,0,169,4914,0.0,3.0,fair,1991.0,0,04.2015,516.0
14326,3,1.75,1.0,154,996,52,151,996,0.0,3.0,fair,1988.0,0,03.2015,511.0
18102,3,1.0,1.0,97,465,0,134,465,0.0,3.0,fair,1959.0,0,05.2014,269.0
14291,4,2.5,2.0,295,920,0,236,920,0.0,4.0,fair,1979.0,0,10.2014,962.0
3283,4,3.0,2.0,237,492,77,148,492,0.0,3.0,fair,1908.0,2013,02.2015,1059.0
13449,4,2.5,2.0,199,673,0,193,673,0.0,3.0,fair,2003.0,0,06.2014,613.0
483,3,1.5,1.0,125,557,42,161,557,,,,1950.0,0,10.2014,650.0
8513,4,1.75,1.0,201,743,46,218,743,0.0,4.0,fair,1976.0,0,08.2014,439.0
5214,4,3.5,2.0,319,1264,0,360,1264,0.0,3.0,good,2001.0,0,02.2015,1235.0
20832,3,3.0,2.0,161,134,27,127,134,0.0,3.0,fair,2008.0,0,04.2015,442.0
6228,3,2.5,1.0,171,649,51,201,649,0.0,3.0,fair,1971.0,0,11.2014,470.0
10277,5,2.0,1.0,295,1003,118,227,1003,0.0,3.0,fair,1968.0,0,08.2014,877.0
5500,4,2.25,2.0,208,773,0,208,773,0.0,3.0,fair,1979.0,0,02.2015,597.0
14626,3,2.5,2.0,111,279,0,111,279,0.0,3.0,fair,2002.0,0,05.2014,283.0
9257,2,1.0,1.0,72,757,0,72,757,0.0,5.0,fair,1948.0,0,06.2014,340.0
17274,3,1.75,1.0,197,1054,98,170,1054,3.0,4.0,fair,1966.0,0,11.2014,455.0
15739,3,2.25,1.0,178,899,58,139,899,0.0,4.0,fair,1961.0,0,07.2014,322.0
9568,3,1.0,1.0,107,679,0,125,679,0.0,3.0,fair,1960.0,0,07.2014,371.0
9990,3,1.75,1.0,156,722,0,175,722,0.0,4.0,fair,1967.0,0,09.2014,656.0
6949,3,2.0,1.0,172,1536,0,142,1536,0.0,3.0,fair,1992.0,0,08.2014,328.0
15484,4,2.5,1.0,172,772,60,171,772,0.0,3.0,fair,1962.0,0,04.2015,474.0
11549,3,2.0,1.0,122,582,0,102,582,0.0,3.0,fair,1988.0,0,03.2015,359.0
19378,4,1.75,1.0,123,446,42,87,446,0.0,4.0,fair,1930.0,0,07.2014,495.0
15282,3,1.0,1.0,98,883,0,141,883,0.0,3.0,fair,1959.0,0,07.2014,451.0
15003,2,1.0,1.0,93,712,0,146,712,2.0,3.0,fair,,0,11.2014,491.0
1786,4,3.25,1.0,145,379,0,127,379,0.0,3.0,fair,1916.0,0,04.2015,1116.0
14151,3,3.0,2.0,335,1624,0,207,1624,2.0,4.0,fair,1954.0,0,04.2015,1177.0
349,4,1.75,1.0,232,714,116,190,714,0.0,3.0,fair,1973.0,0,04.2015,479.0
3225,4,2.25,2.0,221,453,13,165,453,0.0,4.0,fair,1948.0,0,11.2014,1084.0
5237,3,1.5,1.0,151,1502,0,151,1502,,,,1988.0,0,09.2014,464.0
13756,3,1.0,1.0,78,881,0,78,881,0.0,3.0,fair,1960.0,0,07.2014,107.0
13526,3,2.5,2.0,124,824,0,151,824,0.0,3.0,fair,1984.0,0,09.2014,535.0
2987,4,2.5,2.0,214,3825,0,214,3825,0.0,3.0,fair,1988.0,0,11.2014,485.0
2554,3,2.25,2.0,151,1019,0,131,1019,0.0,3.0,fair,1991.0,0,12.2014,328.0
6242,3,2.5,2.0,221,635,0,240,635,0.0,3.0,fair,2002.0,0,06.2014,711.0
12810,5,1.75,1.5,219,803,28,181,803,0.0,5.0,fair,1926.0,0,02.2015,374.0
4430,3,3.0,1.0,344,1566,142,216,1566,0.0,3.0,fair,2000.0,0,08.2014,1362.0
17731,3,2.25,1.0,176,780,34,170,780,0.0,3.0,fair,1977.0,0,03.2015,526.0
5655,2,1.0,1.0,68,699,0,151,699,0.0,3.0,fair,1946.0,0,06.2014,468.0
416,4,1.75,1.0,194,16187,44,250,16187,0.0,3.0,fair,1964.0,0,06.2014,698.0
1860,5,2.5,1.0,275,918,137,177,918,0.0,4.0,fair,1960.0,0,03.2015,681.0
6279,4,2.75,1.5,254,331,110,173,331,0.0,3.0,fair,1921.0,2007,05.2014,1096.0
2703,2,1.0,1.0,74,309,0,121,309,0.0,3.0,fair,1918.0,0,05.2014,462.0
2079,5,2.5,2.0,271,517,56,276,517,0.0,3.0,fair,1906.0,0,06.2014,1084.0
11710,3,1.5,1.0,111,781,0,197,781,0.0,3.0,fair,1964.0,0,12.2014,272.0
19220,4,2.5,2.0,318,1983,0,196,1983,0.0,3.0,fair,2002.0,0,10.2014,792.0
12175,3,2.5,2.0,193,1118,0,216,1118,0.0,3.0,fair,1978.0,0,02.2015,607.0
19128,3,1.75,1.0,136,715,0,160,715,0.0,3.0,fair,1979.0,0,05.2014,525.0
2863,4,3.5,2.0,289,10077,0,217,10077,,,,1979.0,0,07.2014,1084.0
5291,3,1.75,1.0,197,1703,69,190,1703,0.0,3.0,fair,,0,08.2014,308.0
15318,3,2.25,2.0,186,671,0,181,671,0.0,4.0,fair,1985.0,0,02.2015,413.0
1674,6,2.75,1.5,277,465,46,137,465,0.0,3.0,fair,1916.0,0,07.2014,960.0
7734,3,2.25,2.5,163,146,26,224,146,0.0,3.0,fair,2005.0,0,05.2014,775.0
3199,2,1.0,1.0,91,475,19,133,475,0.0,4.0,fair,1939.0,0,07.2014,452.0
11432,4,1.75,1.0,185,827,0,243,827,0.0,4.0,fair,1972.0,0,02.2015,923.0
7607,3,2.5,2.0,157,122,51,152,122,0.0,3.0,fair,2004.0,0,02.2015,532.0
4910,3,2.5,2.0,126,296,0,101,296,0.0,3.0,fair,1986.0,0,10.2014,519.0
13276,4,2.75,2.0,254,397,0,217,397,1.0,3.0,fair,2009.0,0,01.2015,1121.0
1451,2,1.0,1.0,94,557,0,150,557,0.0,4.0,fair,1944.0,0,02.2015,374.0
8577,2,1.0,1.0,97,513,0,193,513,0.0,3.0,fair,1951.0,0,05.2014,662.0
2205,4,2.5,2.0,210,720,0,250,720,0.0,3.0,fair,1989.0,0,05.2014,748.0
730,3,1.75,1.0,183,741,56,229,741,,,,1976.0,0,06.2014,620.0
4612,3,1.0,1.0,96,1418,0,133,1418,0.0,4.0,fair,1962.0,0,04.2015,297.0
14370,3,2.25,2.0,174,455,11,178,455,0.0,4.0,fair,1992.0,0,01.2015,761.0
7095,3,2.5,2.0,189,780,0,228,780,0.0,4.0,fair,1975.0,0,05.2014,867.0
3556,4,1.0,1.5,152,357,17,114,357,0.0,4.0,fair,1928.0,0,02.2015,402.0
10216,3,2.5,2.0,167,465,0,196,465,0.0,3.0,fair,1996.0,0,06.2014,638.0
18455,4,3.25,2.0,411,729,118,256,729,4.0,3.0,good,2001.0,0,06.2014,3345.0
5056,3,2.0,1.5,218,786,0,226,786,0.0,3.0,fair,,0,03.2015,420.0
14872,5,2.5,1.0,233,748,95,171,748,0.0,4.0,fair,,0,07.2014,588.0
1138,2,2.0,2.0,122,237,0,122,237,0.0,3.0,fair,2004.0,0,09.2014,271.0
20317,3,2.5,3.0,216,211,0,115,211,0.0,3.0,fair,2009.0,0,06.2014,526.0
17054,4,2.5,2.0,217,835,0,277,835,0.0,3.0,fair,2003.0,0,05.2014,389.0
21432,4,3.5,2.0,231,511,66,159,511,0.0,3.0,fair,,0,05.2015,1113.0
1942,3,1.75,1.0,138,743,0,162,743,0.0,3.0,fair,1978.0,0,08.2014,340.0
3940,3,1.75,1.0,143,878,46,111,878,0.0,4.0,fair,1919.0,0,09.2014,537.0
7468,3,2.5,2.0,225,997,0,181,997,0.0,3.0,fair,1996.0,0,11.2014,514.0
950,5,1.0,1.5,131,627,0,126,627,0.0,3.0,fair,1929.0,0,05.2015,538.0
10295,4,2.5,2.0,196,835,0,190,835,0.0,3.0,fair,1977.0,0,10.2014,322.0
13773,3,2.25,1.0,132,613,24,178,613,,,,,0,02.2015,450.0
2867,4,1.75,2.0,258,920,0,242,920,0.0,4.0,fair,1978.0,0,06.2014,817.0
313,4,3.25,1.0,399,1124,149,359,1124,,,,1997.0,0,06.2014,1714.0
17663,5,3.0,1.0,254,884,98,107,884,0.0,3.0,fair,2014.0,0,09.2014,693.0
17200,5,4.25,1.0,376,1749,177,334,1749,2.0,4.0,fair,1979.0,0,05.2015,1709.0
11286,2,2.5,2.0,132,207,0,139,207,0.0,3.0,fair,2004.0,0,12.2014,344.0
19522,4,3.0,2.0,171,698,0,153,698,0.0,5.0,fair,,2013,10.2014,332.0
19773,3,2.5,3.0,133,116,0,126,116,0.0,3.0,fair,2007.0,0,11.2014,494.0
19227,4,2.75,1.0,170,680,54,161,680,0.0,5.0,fair,1979.0,0,10.2014,325.0
15583,4,2.5,2.0,232,534,0,231,534,0.0,3.0,fair,2002.0,0,12.2014,540.0
19293,3,2.0,3.0,122,126,0,127,126,0.0,3.0,fair,2003.0,0,12.2014,384.0
8528,3,1.5,1.0,138,895,0,182,895,0.0,4.0,fair,1959.0,0,05.2014,477.0
4110,4,2.5,2.0,238,504,0,243,504,0.0,3.0,fair,2012.0,0,03.2015,433.0
8716,4,3.5,2.0,167,595,0,158,595,2.0,3.0,fair,,2011,07.2014,1186.0
3704,3,1.0,1.0,98,747,0,121,747,0.0,4.0,fair,1949.0,0,08.2014,477.0
13340,3,2.5,2.0,176,551,0,191,551,0.0,3.0,fair,1993.0,0,02.2015,631.0
12613,3,2.5,1.0,324,1957,111,165,1957,4.0,3.0,fair,1968.0,0,04.2015,2478.0
9462,3,1.0,1.0,116,996,0,141,996,0.0,4.0,fair,1961.0,0,05.2015,384.0
18434,5,2.5,1.5,154,372,0,112,372,0.0,5.0,fair,1929.0,0,10.2014,966.0
16630,3,2.25,1.0,191,944,67,216,944,0.0,4.0,fair,1967.0,0,04.2015,532.0
15558,3,2.5,2.0,141,237,0,136,237,,,,,0,09.2014,256.0
16344,4,2.5,2.0,331,1119,0,318,1119,0.0,3.0,fair,1988.0,0,07.2014,602.0
18322,4,2.75,2.0,308,573,0,297,573,0.0,3.0,fair,2008.0,0,05.2014,815.0
4449,2,1.0,1.0,89,473,0,164,473,0.0,5.0,fair,1949.0,0,11.2014,470.0
4797,3,1.0,1.0,103,706,0,117,706,0.0,3.0,fair,1967.0,0,11.2014,458.0
11564,3,1.75,1.0,156,23269,57,156,23269,,,,1940.0,0,05.2014,433.0
8201,3,2.5,2.0,174,319,0,203,319,,,,2005.0,0,07.2014,371.0
11674,1,0.5,1.0,82,153,35,131,153,0.0,3.0,fair,1910.0,0,08.2014,315.0
14648,3,2.5,2.0,164,321,0,138,321,0.0,3.0,fair,2004.0,0,03.2015,227.0
687,4,2.5,2.0,254,711,0,254,711,0.0,3.0,fair,2006.0,0,03.2015,628.0
14858,1,1.0,1.5,106,622,0,125,622,0.0,3.0,fair,1920.0,0,05.2014,669.0
9113,3,2.5,3.0,213,260,0,210,260,0.0,4.0,fair,1953.0,1983,06.2014,817.0
17465,4,2.5,2.0,243,1845,0,232,1845,,,,1984.0,0,10.2014,805.0
12993,3,1.0,1.5,150,790,0,99,790,0.0,3.0,fair,1959.0,0,04.2015,223.0
9040,3,1.5,1.0,107,785,0,108,785,0.0,4.0,fair,1951.0,0,06.2014,329.0
19820,3,2.25,2.0,134,96,13,134,96,0.0,3.0,fair,2005.0,0,08.2014,453.0
9429,2,1.0,1.0,106,691,0,123,691,0.0,3.0,fair,1952.0,1990,04.2015,405.0
